Name,PCA,IncrementalPCA,RandomTreesEmbedding,SelectKBest,SpectralEmbedding,TruncatedSVD,LDA,LLE,KPCA,t-SNE
1005_glass,0.770874861572536,0.770874861572536,0.7800664451827243,0.7940199335548174,0.756921373200443,0.770874861572536,0.6447397563676633,0.756810631229236,0.7803986710963455,0.77984496124031
1048_jEdit_4_2_4_3,0.623435764531655,0.623435764531655,0.5529433543132173,0.6586449463161792,0.6586079229914846,0.623435764531655,0.6015179563124768,0.6423546834505738,0.650536838208071,0.6804516845612736
1068_pc1,0.9278586278586278,0.9278586278586278,0.9305531776120012,0.9341893930129224,0.92516000163059,0.9287595287595288,0.9260690554808202,0.9404875463698992,0.9305613305613306,0.9278667808079574
1071_mw1,0.9206172839506171,0.9206172839506171,0.9230864197530864,0.935432098765432,0.9230864197530864,0.9206172839506171,0.9082098765432098,0.9230864197530864,0.9181172839506172,0.9180864197530864
1442_MegaWatt1,0.8972549019607843,0.8972549019607843,0.8933333333333333,0.9130980392156862,0.8854901960784314,0.8972549019607843,0.8814117647058823,0.9130980392156862,0.8971764705882354,0.8775686274509804
1443_PizzaCutter1,0.9228753702437912,0.9228753702437912,0.9258601048074732,0.931909318751424,0.9152882205513784,0.9228753702437912,0.9198336750968328,0.9333902939166095,0.9273980405559352,0.92738664843928
1446_CostaMadre1,0.8307909604519773,0.8307909604519773,0.8682485875706215,0.8681920903954803,0.8446327683615819,0.8307909604519773,0.8647457627118644,0.8850282485875706,0.8276271186440678,0.844632768361582
1447_CastMetal1,0.8532867132867133,0.8532867132867133,0.8654545454545455,0.8777156177156178,0.8868997668997668,0.8532867132867133,0.8562237762237762,0.8778088578088579,0.8470862470862471,0.8717016317016316
1449_MeanWhile1,0.8894901960784314,0.8894901960784314,0.8893333333333333,0.9013333333333332,0.8854901960784314,0.8894901960784314,0.8894117647058823,0.8972549019607843,0.8854901960784314,0.8854117647058823
1451_PieChart1,0.906382978723404,0.906382978723404,0.9163120567375886,0.9234042553191488,0.90354609929078,0.906382978723404,0.9106382978723404,0.9177304964539008,0.8992907801418438,0.8964539007092199
1460_banana,0.891,0.891,0.8865000000000001,0.889,0.893,0.6575,0.663,0.606,0.8895,0.893
1462_banknote-authentication,0.9737571333775714,0.9737571333775714,0.998542800265428,0.9992727272727272,0.9985454545454544,0.9737571333775714,0.9343835434638356,0.9832408759124088,0.9985454545454544,0.9985454545454544
1499_seeds,0.8952380952380953,0.8952380952380953,0.8714285714285716,0.9238095238095236,0.8904761904761905,0.8952380952380953,0.8857142857142858,0.9333333333333332,0.919047619047619,0.9
1500_seismic-bumps,0.919047619047619,0.919047619047619,0.9047619047619048,0.9428571428571428,0.919047619047619,0.919047619047619,0.8857142857142856,0.9523809523809524,0.9285714285714284,0.919047619047619
1508_user-knowledge,0.781574074074074,0.781574074074074,0.8040740740740742,0.9330555555555556,0.7765432098765432,0.575462962962963,0.5511728395061729,0.5754320987654321,0.7890432098765432,0.8064197530864197
1510_wdbc,0.966651141127154,0.966651141127154,0.9455519329296692,0.9736686849868031,0.9578171091445428,0.966651141127154,0.9103865859338612,0.9437820214252446,0.9684055270920664,0.9596025461884802
1524_vertebra-column,0.8129032258064516,0.8129032258064516,0.7612903225806452,0.8161290322580645,0.803225806451613,0.8129032258064516,0.7612903225806452,0.8225806451612904,0.8129032258064516,0.8258064516129032
1525_wall-robot-navigation,0.977,0.977,0.971,0.9745,0.96,0.7110000000000001,0.6895,0.6833333333333333,0.978,0.977
1535_volcanoes-b5,0.9665,0.9665,0.9665,0.966,0.967,0.9635,0.9625,0.9666666666666668,0.9675,0.965
1547_autoUniv-au1-1000,0.736,0.736,0.725,0.7430000000000001,0.723,0.736,0.696,0.726,0.734,0.7299999999999999
15_breast-w,0.971377183967112,0.971377183967112,0.6623946557040081,0.9699486125385408,0.967081192189106,0.971377183967112,0.9642240493319632,0.9470606372045222,0.9699588900308324,0.9627852004110996
311_oil_spill,0.9658322903629536,0.9658322903629536,0.9669018090795312,0.9637103197178292,0.9647627716463762,0.9658322903629536,0.9530549550574582,0.962657867789282,0.9669018090795312,0.9647741495050632
337_SPECTF,0.7363975155279503,0.7363975155279503,0.7188819875776398,0.7879503105590062,0.710600414078675,0.7363975155279503,0.7650103519668736,0.7995031055900621,0.7879089026915114,0.7135403726708075
37_diabetes,0.7330362448009508,0.7330362448009508,0.7226466344113402,0.7564553093964859,0.7277905101434513,0.7265342500636619,0.6887530769883712,0.6965707495119261,0.7356081826670062,0.7564213564213564
40671_ecoli,0.8716550116550117,0.8716550116550117,0.7766899766899767,0.892913752913753,0.8867599067599066,0.8716550116550117,0.7250349650349651,0.835011655011655,0.893006993006993,0.8746853146853146
40682_thyroid-new,0.9348837209302326,0.9348837209302326,0.7209302325581395,0.9488372093023256,0.9209302325581395,0.9348837209302326,0.8511627906976745,0.9116279069767442,0.9255813953488372,0.9116279069767442
40704_Titanic,0.7585000000000001,0.7585000000000001,0.7695000000000001,0.78,0.7735000000000001,0.76,0.7354999999999999,0.7673333333333334,0.6825,0.734
40994_climate-model-simulation-crashes,0.9148148148148147,0.9148148148148147,0.9185185185185184,0.9462962962962962,0.9351851851851852,0.9148148148148147,0.9185185185185184,0.912962962962963,0.9222222222222224,0.924074074074074
41919_CPMP-2015-runtime-classification,0.5103144654088051,0.5103144654088051,0.4838274932614556,0.5179514824797844,0.4932973944294699,0.5103144654088051,0.5294159928122192,0.5424797843665768,0.5064869721473495,0.4913027852650494
41945_ilpd-numeric,0.6485263778367226,0.6485263778367226,0.6398909519599175,0.7170203359858534,0.6929855585027999,0.6485263778367226,0.6672561155319776,0.6827438844680225,0.6450928381962865,0.6347332743884468
44127_phoneme,0.828,0.828,0.8295,0.8285,0.8184999999999999,0.8164999999999999,0.7205,0.746,0.8245000000000001,0.8379999999999999
44346_credit,0.616,0.616,0.6685000000000001,0.6745,0.5619999999999999,0.616,0.5635,0.5866666666666667,0.6064999999999999,0.6125
44362_california_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,0.7294999999999999,0.7294999999999999,0.8254999999999999,0.799,0.7495,0.7294999999999999,0.592,0.6973333333333332,0.776,0.7755000000000001
44368_wine_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,0.7354999999999999,0.7354999999999999,0.727,0.751,0.7384999999999999,0.7354999999999999,0.6375,0.7053333333333333,0.7424999999999999,0.7605
44376_electricity_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,0.74,0.74,0.7344999999999999,0.7194999999999999,0.7224999999999999,0.74,0.6285000000000001,0.6566666666666666,0.7404999999999999,0.7385
44377_covertype_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,0.7070000000000001,0.7070000000000001,0.6585000000000001,0.7255,0.6715,0.7074999999999999,0.5330000000000001,0.5826666666666667,0.712,0.6995
44386_pol_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,0.926,0.926,0.8494999999999999,0.93,0.9055,0.926,0.882,0.9226666666666666,0.932,0.928
44389_house_16H_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,0.7935,0.7935,0.797,0.7975,0.7795,0.7935,0.6615,0.7293333333333333,0.8009999999999999,0.796
44392_kdd_ipums_la_97-small_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,0.8275,0.8275,0.8285,0.8545,0.8109999999999999,0.8275,0.75,0.7766666666666666,0.8220000000000001,0.8185
44400_MagicTelescope_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,0.7559999999999999,0.7559999999999999,0.7815,0.808,0.7525,0.7559999999999999,0.7264999999999999,0.6666666666666666,0.775,0.7755
44405_bank-marketing_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,0.735,0.735,0.724,0.755,0.7335,0.7284999999999999,0.6695,0.7086666666666666,0.7295,0.732
44417_Higgs_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,0.5465,0.5465,0.5454999999999999,0.6085,0.5515,0.5465,0.5305,0.538,0.545,0.5599999999999999
44423_eye_movements_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,0.5495,0.5495,0.548,0.567,0.5349999999999999,0.5495,0.4805,0.5493333333333333,0.5415,0.5455
44492_wilt_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,0.946,0.946,0.961,0.949,0.9485,0.946,0.9454999999999998,0.9553333333333331,0.945,0.9515
44495_numerai28_6_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,0.497,0.497,0.5015,0.5399999999999999,0.5035000000000001,0.497,0.5005,0.5366666666666666,0.487,0.501
44597_blood-transfusion-service-center_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,0.7593288590604027,0.7579865771812082,0.7620671140939598,0.7860671140939598,0.7780492170022371,0.7606711409395974,0.7540313199105146,0.7673646532438478,0.7633646532438478,0.7794004474272931
44601_qsar-biodeg_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,0.8691943127962085,0.8691943127962085,0.8293838862559243,0.8606635071090049,0.8473933649289099,0.8691943127962085,0.7516587677725118,0.8559241706161137,0.8672985781990521,0.8606635071090046
44632_kc1_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,0.851,0.851,0.8404999999999999,0.857,0.8295,0.851,0.841,0.852,0.8390000000000001,0.8505
44679_sylvine_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,0.7985,0.7985,0.768,0.909,0.7474999999999999,0.7985,0.5625,0.6140000000000001,0.7945,0.7745
44720_jungle_chess_2pcs_raw_endgame_complete_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,0.7485,0.75,0.7495,0.7555,0.6779999999999999,0.7175,0.5814999999999999,0.6173333333333334,0.7484999999999999,0.7264999999999999
45604_dummy,0.928,0.928,0.9200000000000002,0.93,0.9280000000000002,0.935,0.7629999999999999,0.897,0.93,0.933
46279_algerian_forest_fires,0.8767857142857143,0.8767857142857143,0.9011904761904764,0.9587585034013604,0.884778911564626,0.8767857142857143,0.8232142857142856,0.9218537414965986,0.9011904761904764,0.8931122448979592
46416_Creditability-German-Credit-Data,0.734,0.734,0.721,0.7430000000000001,0.696,0.734,0.694,0.687,0.723,0.704
46435_Apple_Stock_Price_Trends_Classification,0.348,0.348,0.3404999999999999,0.3755,0.3645,0.348,0.3435,0.3899999999999999,0.3335,0.339
46505_total_score,0.6077505827505828,0.6077505827505828,0.5563325563325564,0.5993881118881119,0.5966103341103342,0.6063616938616938,0.5034965034965035,0.5340909090909091,0.6049242424242424,0.5980672105672106
46535_dataset_credit-approval,0.8521739130434781,0.8521739130434781,0.8637681159420291,0.8666666666666666,0.8391304347826087,0.8536231884057971,0.8188405797101449,0.8028985507246377,0.8492753623188406,0.8391304347826086
46562_German-Credit-Data-Creditability-Preprocessed-Dataset,0.699,0.699,0.7,0.735,0.6799999999999999,0.698,0.623,0.7,0.706,0.6839999999999999
46764_football-player-position,0.812,0.812,0.7945,0.8295,0.7905,0.8115,0.5934999999999999,0.7406666666666666,0.8195,0.807
46842_maternal_health_risk,0.682451348583134,0.6814661269082573,0.7011705604057943,0.7327513046871189,0.6903575086572697,0.6804662732283081,0.6656586840950106,0.7031702677656929,0.6893479003072722,0.6913329756620984
46851_hepatitis_c_virus_hcv_for_egyptian_patients,0.2548736462093862,0.2548736462093862,0.2541516245487364,0.267870036101083,0.2527075812274368,0.2548736462093862,0.2548736462093862,0.2693140794223826,0.2642599277978339,0.2765342960288808
46873_student_lifestyle_dataset,0.8149999999999998,0.8149999999999998,0.9205,0.9705,0.8394999999999999,0.8149999999999998,0.6535,0.86,0.893,0.875
46876_depression_2020,0.807557354925776,0.8068580542264753,0.8047503373819163,0.8250595019016073,0.8222696601643971,0.8068580542264753,0.811058765795608,0.8236584468163416,0.8117678812415654,0.8138633296528033
46879_mental_health_detection,0.4259259259259259,0.4259259259259259,0.4,0.4296296296296297,0.4333333333333334,0.4240740740740741,0.4444444444444445,0.4796296296296296,0.4092592592592592,0.4037037037037037
46880_air-quality-and-pollution-assessment,0.9145,0.9145,0.9065,0.9245,0.918,0.9145,0.8710000000000001,0.8033333333333333,0.9205,0.921
46951_Pumpkin_Seeds,0.8745,0.8745,0.8765000000000001,0.8800000000000001,0.874,0.8745,0.8205,0.8713333333333333,0.8745,0.8655000000000002
47155_waveform,0.7825,0.7825,0.7637499999999999,0.80375,0.79375,0.7825,0.5275,0.7675,0.7837500000000001,0.7787499999999999
53_heart-statlog,0.8111111111111112,0.8111111111111112,0.7962962962962964,0.8592592592592592,0.8185185185185185,0.8111111111111112,0.7814814814814814,0.8037037037037038,0.8074074074074075,0.8074074074074075
59_ionosphere,0.8432997987927566,0.8432997987927566,0.7037826961770625,0.8888531187122736,0.8604024144869216,0.8432997987927566,0.7377867203219315,0.886036217303823,0.9087323943661972,0.8747283702213279
717_rmftsa_ladata,0.8385944476800621,0.8385944476800621,0.8050669772859639,0.8896719083673073,0.85824111822947,0.8405552319937876,0.7991846243447874,0.8286352164628227,0.8405164045816346,0.8463211026985051
721_pwLinear,0.8150000000000001,0.8150000000000001,0.795,0.885,0.7699999999999999,0.8149999999999998,0.79,0.645,0.805,0.82
728_analcatdata_supreme,0.975,0.975,0.9805,0.9935,0.953,0.977,0.967,0.974,0.9795,0.9745
733_machine_cpu,0.9279907084785132,0.9279907084785132,0.8324041811846691,0.9470383275261324,0.9279907084785132,0.9279907084785132,0.9376306620209058,0.9040650406504064,0.9232288037166084,0.9278745644599302
737_space_ga,0.7699999999999999,0.7699999999999999,0.788,0.8015000000000001,0.7645000000000001,0.7699999999999999,0.5984999999999999,0.796,0.7689999999999999,0.7825
750_pm10,0.5599999999999999,0.5599999999999999,0.5519999999999999,0.5579999999999999,0.5519999999999999,0.5740000000000001,0.482,0.574,0.554,0.578
770_strikes,0.8496,0.8496,0.9264,0.9536,0.7968,0.8560000000000001,0.6288,0.7647999999999999,0.8336,0.8368
772_quake,0.5205,0.5205,0.5255,0.533,0.5225000000000001,0.5199999999999999,0.5175,0.522,0.5195000000000001,0.5275000000000001
778_bodyfat,0.8449411764705882,0.8449411764705882,0.7861176470588236,0.996,0.8451764705882354,0.8449411764705882,0.6069803921568628,0.8413333333333334,0.8688627450980391,0.8688627450980391
803_delta_ailerons,0.94,0.94,0.9425,0.9440000000000002,0.938,0.94,0.8774999999999998,0.8153333333333332,0.938,0.938
820_chatfield_4,0.8553191489361701,0.8553191489361701,0.6936170212765957,0.9148936170212766,0.851063829787234,0.8553191489361701,0.7829787234042552,0.8595744680851064,0.8680851063829786,0.8680851063829786
832_fri_c3_250_25,0.6,0.6,0.612,0.7120000000000001,0.6519999999999999,0.6,0.5640000000000001,0.632,0.624,0.636
841_stock,0.949473684210526,0.949473684210526,0.9589473684210528,0.9642105263157894,0.9452631578947368,0.949473684210526,0.8494736842105264,0.9126315789473683,0.96,0.9610526315789472
860_vinnie,0.8552631578947368,0.8552631578947368,0.8342105263157894,0.8473684210526315,0.8473684210526315,0.8263157894736841,0.8210526315789473,0.8131578947368421,0.8394736842105264,0.855263157894737
871_pollen,0.499,0.499,0.5015,0.5315000000000001,0.5005000000000001,0.499,0.4974999999999999,0.5833333333333334,0.493,0.5149999999999999
880_mu284,0.8840852130325814,0.8840852130325814,0.8523182957393484,0.9964912280701752,0.9156015037593984,0.8840852130325814,0.7783208020050125,0.9083333333333334,0.9262531328320802,0.9262531328320802
886_no2,0.608,0.608,0.6,0.6279999999999999,0.6079999999999999,0.608,0.546,0.596,0.626,0.604
909_chscase_census2,0.5199999999999999,0.5199999999999999,0.5625,0.5525,0.5299999999999999,0.5050000000000001,0.4974999999999999,0.5425000000000001,0.5325,0.5225
914_balloon,0.813,0.813,0.8145,0.813,0.8105,0.813,0.241,0.6133333333333333,0.7655,0.8155000000000001
925_visualizing_galaxy,0.9503846153846156,0.9503846153846156,0.9225,0.9596153846153846,0.9596634615384616,0.9503846153846156,0.8916346153846153,0.9134134615384616,0.9472596153846154,0.9565865384615384
931_disclosure_z,0.5226703121439964,0.5226703121439964,0.5226703121439963,0.5317953975848713,0.5150262018683072,0.5090225563909774,0.5210868079289133,0.537673729778993,0.5272499430394167,0.4984164957849168
958_segment,0.9775,0.9775,0.996,0.9945,0.9875,0.9775,0.8545,0.9713333333333332,0.989,0.991
962_mfeat-morphological,0.9985,0.9985,0.9985,0.9985,0.9985,0.9985,0.9975,0.9986666666666666,0.9985,0.9985
994_vehicle,0.9444413505046988,0.9444413505046988,0.9479498781761226,0.9586425339366516,0.9621997911590672,0.9444413505046988,0.7458057779324748,0.9338183083884442,0.9680751827358162,0.9680751827358162
996_prnn_fglass,0.7521594684385382,0.7521594684385382,0.7384274640088593,0.7664451827242524,0.775858250276855,0.7521594684385382,0.6730897009966778,0.7148394241417497,0.7661129568106313,0.7478405315614618
997_balance-scale,0.904,0.9088,0.8912000000000001,0.8912000000000001,0.8928,0.7647999999999999,0.8672000000000001,0.8160000000000001,0.9008,0.8880000000000001
